content,label
sad,NAG
keep dreaming pranav daa|it ain ' t happen with present regime,CAG
day by day|air pollution is increasing|some positive steps should be taken for the improvement regarding this,NAG
what ' s wrong with muslims|it ' s impossible for any country to live with them|the country who accepted these people are now facing terror,OAG
serves him good,NAG
any idea whether sugar stocks will do well ahead of the festive season,NAG
indian oil pumps are mostly involved in this kind of fraud petrol & diesel theft|what says guys any replies on this,CAG
wat will be the trigger for a correction|liquidity or politics,NAG
this is the reason we do not see any muslim girl on reality shows of dancing and singing|they just want to cage them and want to use them as children manufacturing machine| huge shame |do not know how to eradicate such people|more than  muslim clerics on national media openly said that islam does not permit such things and it is haram|now tell me is this 1 4 th century or we are living in saudi arabia|if not|then send these fanatic pigs to saudi arabia as early as possible and then both hindu - muslim brothers will live in peace,OAG
it is bold and beautiful for the top  percent of the country,NAG
deference is only magnitude and useful,CAG
'  - of people in india are working in the informal sector ',NAG
i worked in airtel more than  years totally chor hai airtel co,NAG
ad,NAG
let the police make good the loss,CAG
morons like you are the product of incest and inbreeding among cousins,OAG
"hope he got "" business class "" seats there|lol",CAG
muslim also believes in  bjp |love you sir|har har modi ghar ghar modi,NAG
take lalu  burnal ,CAG
check out these  instances yourself|when the internet kept laughing,NAG
 srs  ltd|how is it  year horizon,NAG
even as well admired by people in the country and abroad mr rajan has declined to continue for the second term as  rbi  governor|why then the politicians do not follow suit and relinquish their posts by refusing to contest election after election is it not absurd when they say that for serving the masses they contest elections by sitting in wheeled chair or walk only with hand on somebody ' s shoulder,NAG
suzlon posted good results this time|is it a turnaround story now|and what is near term view on it,NAG
come on lets fight mary kom|come to the stage|lets prove whove is the champion|meet the l|egendary boxer of face book shiva shiva shiva shiva shiva shivaya|ecstasy of shiva|celebrating the coolest,NAG
no action on shyam benegal report|shows a lot about ' governance ',CAG
you are very religious|:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,NAG
tum katwe log isiliye gali khate ho|desh pr jab samasya aayi hai to apne desh ki support ke bajay apni nich soch ka pradarshan krte ho|sahi krte hai sb jo tum logo ki ammi chodte hai,CAG
"what rubbish|what are they supposed to do|shut down their operations|should not they make money|plough it back into innovation for next gen products and create shareholder ' s value|if they were to do total charity|whatbis their incentive to take risk and start business|and how are they thriving on misery|ibthink they are giving wonderful outlet and platform and there is civil rest and order because of digital platforms|are you "" didi "" or "" khujli "" in disguise of whatever your profile name says|only they can talk such idiotic thing",OAG
thumbs up|now i can proudly say females are actually toe toe with males|no difference,NAG
you also tell why people should vote for  aap |who calls it a honest party|every other day they are involved in scandals|if you bad mouth someone day in day out you can not expect support| bjp  wanted to show real face of  aap  to delhi people and has shown it,NAG
i think both r spoiled wid money now they will not going to play,NAG
wb politics is ugly and is at lowest ebb of public conduct : if mamata shoves ' bamboo ' from public platform|some nincompoop calls names : ' chakkaa ' to cm||you get what you sow|:boxing_glove: :hot_pepper: :man’s_shoe:,OAG
now keynes is remembered cos dr|manmohan singh quoted it in parliament|in that sense every other quote of famous economist should be shared and which is relevant even today|there are so many economical thinking of the past which are not futuristic neither relevant in today ' s world,NAG
what the hell|how can they compare a bad looking expensive bike with bold and beautiful enfield,OAG
bjp has shown uddhav itz place|:face_with_tears_of_joy: :face_with_tears_of_joy: lions got tamed by  namo  :smiling_face_with_sunglasses:,OAG
we keralites love and respect every religion and culture|irrespective of religion and political preference|everyone in the state will be against this fascism|if  bjp  seriously want a political stand in kerala|then they have to play by our rules|seriously these kinds of gimmicks are not gonna work with us,OAG
real steel man like sardar vallabhbhai patel best pm ever,NAG
i do not understand whether youngsters should get good education or else to become a criminal to enter any political parties,CAG
this type of media|divides india|they are as responsible as those kashmiri separatists,OAG
this happened when the civilians were fighting for cows and azaan,CAG
tiger is alwayz right|proud to be gujju modiji|u r d great ,CAG
demonitisation brings a change to selected good candidate in coming punjab|up|manipur|goa election,CAG
is mid cap a good space to be invested in,NAG
who is this jobless idiot|what are his achievements,OAG
http :// indianexpress|com / article / india / fatwa - issued - against - reality - singing - star - nahid - afrin - by -  - clerics -  / dear indian express|i feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines|the news about upcoming singer nahid afreen has been prepared without proper research and investigation|it was very sad to see that your journalists do not even know the difference between fatwa and appeal|a fatwa is a non - binding legal opinion issued only by a qualified jurist ( mufti ) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as fatwa is just a hard copy of an appeal signed by  men who believe in religious practices|the merit of appeal can be discussed on many grounds and in many dimensions but first and foremost|an appeal can not be called a legal opinion ( fatwa )|we expect apology from your side for such a mistake,CAG
in this jungle raj anyone is able to take law into their hands and loot and murder|what has this to do with the freedom movement|she obviously does not know anything about freedom mevement|the fellows who call themselves nationalists today were coverting with the britishers,OAG
kerala in no  state in almost all indices|check and find for yourself,NAG
totaly cheap publicity because hee is frusted lack of work,OAG
natak poetry man,NAG
sanjay bro|ur logic is right|in a country like india where many religion ppl living togeather have the right to perform their religion it may disturb others|but we dont have to misuse those and use it in a right manner|azaan call apprx  min call is ok but using loud speaker than permitted is not a right thing|same way we can notice others using loud speaker for their festivals|prayers through out the day which will disturb kids|aged|patients|and also the environment|but many are not batting an eye on those issues,CAG
for these people|cow life is more important than human life,CAG
doggy should be sent to pakistan for talks with hafeez massood ajhar isis and dawood|they will send him to his dear osamaji,OAG
dr|raghu ram rajan was defenitely an intellectual and genius|that is the reason he became indias  rbi  governor|but when it comes to performance|i think|he could not deliver what india expected of him|he took charge as  rbi  givernor when india was on a take off line|but the governor failed to press the accelerator|i think he was rather keeping his feet on the brake|all genius are negatively oriented,NAG
your political view point is not really important|go on quora and answer questions related to how to make triplets|:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :smiling_face_with_horns:,CAG
no they do not bear with it,OAG
steven he is showing y tis present is in trouble|as u dnt knw who n y dey dug tis,CAG
hope he will take the tata into a new level| chandrasekaran | tata ,NAG
* pseudo secularism,NAG
thank you mr|eric for kind support,NAG
do not make such sweeping statements corroborate with facts the a prime minister had done daring changes that nobody has ever done before demonetisation is one such,CAG
if there is no pak army involvement|then they should catch the perpetrators and hand them over to indian army|just shedding crocodile tears does not augur well,CAG
1 st arrest then gather proof in  years|ruins youths life government policy for muslims,OAG
but bhajan starts daily at  pm near my home|why you should say about that|they use loudspeaker louder than azan ' s speaker|should they stop playing bhajan in speakers,CAG
now quitting and changing jobs is the most remunerative thing|will make more job hopping,NAG
"in order to fail we have to succeed|so guys learn my quote leave all this quote - "" punish the punishment "" - "" reward the reward """,NAG
reading the above report carefully it shows that the age of the mother is 2 0 yrs old and the daughter is |that means she delivered her daughter when she was a teenager herself|no sane pple do that|one is not eligible at  to take care of a small child  * |it ' s not the norm of today ' s world|pple want to be free|enjoy life and not able to do that builds up frustration in them|and then the outcome is this|i know whatever the frustration and choice she made to be a young mother|does not mean she looses her cool to kick the baby|and in the end kill her|sad|plz pple these are my thoughts|if u do not agree plz feel free to scroll down|stay happy,CAG
for nutty professor when you inhale oxygen have to exhale carbon di oxide - - - you benjamin nut|do not come out of the grave|go back to the grave|from ghost hunter liquidation in drops,NAG
after absorbing today ' s asian scare it would be interesting to see what mr|market does now|today it has been tremendous resilience|ur views on market pls,NAG
indian express modi hater,OAG
it makes difference when a thing has to be faced in routine and one which is only on the occasion of festival,CAG
biggest loot in d history of india|pls ask modi ji to declare from where  bjp  funding is coming is it not d black money which they convert it into white because they do not need to give any proof from where this money come from|:pouting_face: :pouting_face: :pouting_face: :pouting_face: :pouting_face: modi is fake n big hypocrite,OAG
we give u place to live and now u r talking against pak|i m also from afghani tribe|i hate india and afghani like u|go to hell ahmedzai,OAG
this is not culture|this is immoral pictures depicting the ill mentality of artist about women,OAG
rohitji please stop congress spokesman|because every debate they are disturb the debate|they already exposed by indian people|why you are given them importance,CAG
hats off to you sir|no father should ever go through as to what you are going through right now|its difficult for people to understand that every parent wants the best for their children|no parent wants to be labelled as the father of a terrorist|my appeal to each and every citizen is that please dont criticize or hold this family responsible|looking at what the young generation is today influenced by it is not the fault of the parents but these youngsters themselves as they believe in jehad|freedom from everything and they have this strong conviction that they are right and everyone else is wrong|they unfortunately dont have the patience to demonstrate against the system peacefully|guns never solved any problems|guns will lead you to your grave sooner or later,CAG
"this was china ' s response to us ' accusations : "" that does not exist at all """,CAG
does modi has guts to take out the black money from adani and reliance grp,OAG
so they are forcing customer to withdraw their money under the  transaction|i thought they will take a step for cashless transaction,NAG
but where is the road||obesity of indian roads cannot be seen by our govt officials,NAG
india - works by money|maffia|power|u|s it works on performance|talent,NAG
i want quick action against pak like surgical strike - |enough stop it now,NAG
 only    times | we mean lifetime | deadline expires | very easily | is it a welcome offer ,NAG
shekhar gupta perform tantra with his daughter|she |dont tell anyone| mms  is there with someone <laugh>,CAG
it was not against ak but modi govt|dont spread wrong rumors iexpress,CAG
good evening|after sbi results should we buy|i dont think results are that bad,NAG
well test ,CAG
host volume is high n guest volume is low|hav to play with volume using earphone,NAG
wants to be in news like anupamp her  and gautam gambhir,CAG
where is award wapsi gang now,CAG
vikas giri hahahahahahahaha this behave you deserved it we know how to deal india,NAG
you bankers deducted my money ₹  from my account for online shopping and you are thieves not a bank,OAG
"the government said "" it ' s ok we about | billion of them you carry on """,NAG
its because she is a girl|before this how many such fatwas were floated by these so called islamic protectors against muslim male singers in india,OAG
education has become a business too,CAG
shri vaishak s are we living for tit for tat|its same everywhere in the country as well around the glob|ne just an example of our own,OAG
does this mean misha is a puppy for shahid kapoor,CAG
indian express did u report  malda ,NAG
i used to think this was funny until i saw the  aib  video on how the movies are actually doing it,NAG
sir  bse  good share for long term|or  mcx  better|<happy>,NAG
yes we know but thats his language and everyone has right to talk in his language so as you|why to aks others to talk in any language,CAG
communist got beaten by gangsters in indonesia https :// we |youtube|com / watch|v = ky7z4 - ujaji,NAG
great show|nilesh bhai is awesome||i missed intro of him|can i have more details so that i can follow his portfolio,NAG
this gonna happen when you support terrorism in pakistan|pak ll react and ll react with style,CAG
it should be done by their parents and  jnu  staff but delhi police doing|it ' s ok at least some body here to teach them,CAG
it ' s good u r a home maker|but ur thought process needs to be refined|it stinks,OAG
like mulla have copyright of green colour|who the hell r u bakchod,OAG
temple in kashmir u must b joking,OAG
appartments are not selling|do not force us to buy for the sake of sales - - - we are not the slave of the bankers and govt - come cnbc tv  lets do fencing,OAG
respect all religion sir|after all we all have to die|and after death there will be no disturbance and will be complete silence,CAG
below address  atm  is not working byt in ur site its showing its active,CAG
well said|rest in the  bjp  are all small fishes,CAG
why is mr prakash diwan not coming on the channel,NAG
shame on him he shows the mentality of congress who has ruined the country,OAG
look who is talking <happy> last year|the singer|was caught in a controversy over singing on a jet airways flight using the airplane ' s public announcement system|as a result of his nuisance|the aviation regulator and the airline suspended five cabin crew members,OAG
now z security,NAG
the programs mr|modi chosen like make in india|digital india|start up india and many more are very much needed programs|but the sequence of implementation is very dangerous for india,NAG
there is a lot of difference for a ticket prices at  and for a ticket at ,NAG
yes everything is good|and he also lives here then why not be an indian citizen,CAG
we put trump in the white house we can put starbucks out of business they want to hire refugees over americans go  it,NAG
if companies stops offering commission to the dr ' s & schemes to the chemists ​|the patients will get medicine at affordable prices & also medical sales person will not loose their job|today the situation is that|poor patient a feeding ​ dr|chemist|distributer|sales person|all of these are flourishing by poor patients|the sufferer|all these debate ' s going on the t|v|are of no use|instead the government should inquires thoroughly in this matter &|publish the report openly|so that the people of this country should know the biggest scam going on for decades in india,NAG
coma men|full stop men|hyphen men|all grammers in common man,CAG
jigar patel good reply bro|nice,CAG
sir can we expect huge rally in sbi like bank of india|anuj sir,NAG
you cannot get straight back unless you fall off a horse,NAG
baby,CAG
i mean look at that dress|it ' s like sweeping the dirt and everything off the floor and fashion police will give a thumbs up to anything that ' s weird and non - wearable for any outings,NAG
gandhi|nehru|bose and others|fought for freedom of cows from british rule,CAG
i condemn|such acts|its written|in holy quran|dont break temple n monastries|shameful incident,OAG
azaan ends in  minutes nd noise nd air pollution of vehicles disturb me throughout the day|so ban vehicles too,OAG
 ndtv  does not tell us the cast of the cow|incomplete reporting is bad :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,CAG
 modi  ' fying india,NAG
ill definitely check it out then,NAG
u should join beeyeepee ,CAG
country would prefer to be looted for couple of months instead for forever|besides|look at the bright side|it is a organized loot|not the unorganized like yours|at least current pm is trying to organize the system,CAG
a way to cause destruction between the pious relationship between hindu brothers n muslim ' s such coward people do not deserve to be here|peace hater ' s|instead of banning loudspeakers u should try to impose ban on alcohol ' a social evil which u drink on large quantity|u should ban on nudity of bollywood movies which cause increase in social crime,OAG
shem,OAG
mr| krk  is not capable to understand the film bahubali,OAG
akhilesh govt initiated mega projects like the agra - lucknow expressway and lucknow metro|which were not part of the manifesto|while a few of the promises were partially fulfilled|many were not,CAG
प ी एम स ा हब कपड़ े बदल ो प ् र े स क ॉ न ् फ े ं स क ा म ौ क ा ह ै । कह द ो हम न ि ं द ा करत े ह ै ं,CAG
nilesh shah is constipated with words|i wonder about his suggestions|not putting my money on his reco,NAG
trad of  bjp ,NAG
richi aggarwal|the video is available on youtube|check it,NAG
but then why is ur holy books stating eating nd using of animals|correct me if im wrong,CAG
what ' s your view on mahindra buying bsa motorcycle of uk,NAG
mistry aapko to jana hi tha|dekh liya bhakti karne ka natija,NAG
i did not know that rain would influence vehicle sales,NAG
no rafi  rss  never supported british|just think what islam is all about|it is about islam and islammyat|everything else is fly in the milk so as to speak| rss  in a hindu majority nation is about hindu|hinduism and hindustan|about gandhi assassination|yes it was justified considering the time it occurred|the nation is partition on both sides and massacred hindus are arriving from the east and wast|when hindus and sikhs retaliated|gandhi went on his usual fast unto death|did that stop muslim mayhem,CAG
congress people come to parliament everyday to get insulted :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,CAG
 bjp should give ticket to kiran bedi against arvind kejriwal ,NAG
anna always wanted to stay away of politics|so why the question of his decision,NAG
i love punjab but not playoff,NAG
rahul bhaiya wonderful interview and good views on the entire situation,NAG
he should now contest lok sabha seat hereafter|that will also give credibility to their claim of champions of downtrodden,CAG
ajay singh baghel pls do not pass this kind of sentences ur great and ur thinking is nice stay blessed bhai,NAG
 there are  crore hindus in india|so please,NAG
this drunk reckless celebs wont learn,CAG
dabba trading thing will benifit market|is not it|in any way they will return in legal manner|are not v discounting little too much on the basis of levels did last time,NAG
is it not gundaaraj in bjp ruled jharkhand,CAG
you are absolutely right,NAG
i agree with sonu nigm,CAG
this statement does not justify murder,NAG
change in government does not bring change in the plight of law and order in my province,CAG
and we give this banana in the gand of endian randians,OAG
if you think what the airline company did was  wrong |share this,NAG
till wat levels do u see a beneficial correction to buy in dips,NAG
poor people dont watch movies and pay like u do,NAG
well said,CAG
we need to give them choppers|militia believes in escalation of violence|red flag the zones and rest of it can be manned by the paramilitary|our suggestions only provide a lateral thought to the whole conundrum,OAG
one community has started killing humanity in the name of cow as one community was killing humanity in the name of allha seems we hindus too has started humiliating humanity,OAG
confused|guys new video is up|do check it out|thank you|https :// goo|gl / xucljv,NAG
also| abvp  must apologise to kanhaiya kumar|and pay him compensation for defamation|http :// indiatoday|intoday|in / story / kanhaiya - kumar - jnu - sedition - row - anti - national - slogan - clean - chit /  / |html|sr = fbia,CAG
sums up the direction where our nation is heading bro,NAG
hi|can we expect  nbfc  to rally more|ur views on lt finance,NAG
no he is  rss mcd bjp agent ,CAG
bjp pigs,CAG
why we should wait for  why not issuing loan to poor family,CAG
so stupid of them|hahahaha,CAG
yes we remember u r biggest terrorist country in the world|& u will do anything against humanity,OAG
wife of shahid kapoor|go and get your own identity first|not everyone is as rich as u r,OAG
who is kinner,NAG
"however|please explain how he credited the pokharan ii to dr|kalam|obviously|did not want to give credit to  bjp |guess he was still in his "" kenchuli """,CAG
hehe that was just banter dude :winking_face: u r as much indian as i am,NAG
yes it ' s ok he not hurt cow he is innocent,NAG
height of stupidity,OAG
pakistan made mistake by giving access to afghanis when soviets were there|next time it wont happen,OAG
what the f|ck|lets ban all non veg so now buffalo has less life thn cow|in 2 1 st century we are watching reading and debating on what,CAG
very good,NAG
very pathetic,OAG
mayawati is right,NAG
press release from bajaj : bike is not starting,CAG
most important in marriages a group of people hijack the road and dance on road with high volume of sound|it not only disturbs people residing near by but also disturbs movement of traffic|it should be stopped first,OAG
acutally which scam got proved in court i never understood|all ppl still comment on media trials,CAG
 bjp   +|because people are intoxicated nowadays,CAG
the people who hate modi are most of corrupted or illiterate,OAG
asrar nazir taimoor the lame was also a turko mongolian,NAG
what can this policy have on primary bonds dealer like  pnb  gilts,NAG
can u name a stock which is less than  in denomination with strong fundamentals|i will hold for  years| years|but shuld be supper multi bagger,CAG
great work modiji|but even look into low class people and doctors and their hospitals also,CAG
instead regulate existing cars with stricter emission checks and ban diesel passenger vehicles|that would be enough,NAG
i am soo happy to see people like u still exist|all these young boys mean the world to some|i hope they all return safe to thr houses,NAG
" entertainment  | "" the suit starts doing a bunch of stuff|you know|it does a holographic interface|and things like that "" - producer eric carroll  spider man homecoming ",NAG
should i sell  rbl  n dmart i have both of ipo,NAG
head of the most corrupt govt|till date|shame on his part :thumbs_down: :dark_skin_tone: :thumbs_down: :dark_skin_tone:,CAG
the script writer had only imagined one and only one actor and he had only meet one actor to complete work that is our lalettan|we dont want your opinion wether mohanlal want to play dhritrashtra or dronacharya,CAG
swati mandyal|you wish|:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,CAG
hard work :grinning_face: :grinning_face: :grinning_face: :grinning_face: :grinning_face: means converting pineapple water in to coconut juice :grinning_face: :grinning_face: :grinning_face: :grinning_face: :grinning_face:,CAG
you are sanghi rightfully,OAG
earlier it was one woman rule which is till date continue in corrupt criminal scamsters congress party,OAG
best solution is shutdown  jnu |no need to waste indian taxpayers money on this antinationalist student,OAG
the ban on bullock cart races was enforced in the state in  after a supreme court order to this effect,NAG
what is this bahubali|dont want to see this movie,NAG
what was their business|oil black marketing|bloody thieves just defaming islam,OAG
watch this man will perform|he will be a task master and will root out corruption from top to bottom,CAG
at the exit time sings the dog of happiness,CAG
killing wife is not issue in modis rule|issue is triple talaq,OAG
hi anuj & sonia shenoy always plzr to listen u|what view on banknifty,NAG
america n russia both doing the rt thing n hv common goal||||destroy syria|||keep it up,OAG
divide and rule politics|earlier britishers did now our own representatives are doing it to garner votes in the next elections,CAG
now come out with all excuses,CAG
excellent manisha waiting for youtube version of the full coverage,NAG
"why not in other name instead of "" tax "" and make it voluntary",NAG
ppl like u|takes country back|to understand pm ' s thought process u need to have vision|unfortunately ppl like u doesnt have that vision and happy in living they way live since independence,OAG
in northeast till there is no aadhar card for peoples|but before that animals getting aadhar card in india|proud to be a cos rather then northeastern people,CAG
maybe you ought to know the reason why there are maoists in that part of the region,NAG
behind of army chief bajwa soldiers belong to gilgit baltistan (  nli  ) wearing cultural topi of gilgit baltistan|india clams gb is their lol,CAG
he should retire as player also there is no place for him,NAG
 omg  violence against women is a historical fact and also a world wide phenomenon|movies only show what already exist in society||:persevering_face:,NAG
what about you|you sold this country to china and turn blind eye to islamic fundamentals is this sicular you are talking about,CAG
everyone knows highlevel corruption in  mcd |but we are pigeons|always close our eyes when see|:cat_face: :face_with_tears_of_joy: :beaming_face_with_smiling_eyes: :grinning_face:,CAG
india plagued with mafia gangsterism|gentlemen|clean that first|other corruption will vanish itself,NAG
this secrecy bunkum has long been busted|modi has no idea what he was getting into|he ' s living in a bubble,NAG
rajveer ji|but majority has already endorsed the views of girish ji,NAG
yes|let us start from own backyard,CAG
or maybe just few hours|:face_with_tears_of_joy: since i think we will get super bored sitting quietly hahaha aanisha porwal,NAG
if interest rate will hike by fed|then what is the effect on nifty,NAG
this marxist ideology caused cumulative death of  million people in  ussr |china|vietnam|north korea and other countries worldwide in past  years,CAG
not all retailers are involved in digital transaction|poor ppl are struggling|think of the reasons why other denominations except  and  are still not available for common man,CAG
moral and kejriwal are you joking,OAG
paul manish ask ur mom who ' s ur father he ' s a muslim only hahahahaha :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,OAG
well said|now sonu not having songs to sing|like road side father he is singing his old songs|let give some rupee coins to this fakeer|chief publicity|mentality person is sonu nigam,OAG
congrats rahul|mummy will be soo happy with ur joke|:smiling_face_with_sunglasses:|best comedian in the parliment :clapping_hands:,CAG
ban loudspeakers at religious places like temple|mosques|gurudwaras etc|ban crackers during diwali or allow eco friendly crackers|allow only skin friendly colour during holi|religion and devotion should be limited to oneself|it ' s effects should not be imposed on others in the name of secularism|actually sonu nigam raised a good issue|it is just that he told about only one community|so people are overreacting at what he said|please let the country run by common sense instead of religion,OAG
abolition of poverty|giving employment & containing radical marxist ideology,NAG
jio prime members will avail new year scheme benefits for another  months : mukesh ambani,NAG
mr gaskin jews are not murders and they have had that land since the old testament|exodus is a clear fact and you sir are anti semitic and wrong,OAG
indian coward army deserves it because this army of lady boy ' s army which kill innocent civilians in kashmir so no sympathy no mercy because today ' s india is extremes wild dog of modis terrorist india,OAG
how u kno|its easy to criticize|do u kno the size n population of this country,CAG
failed cricketer|ur insane|how come he is failed in cricket,CAG
demonetization helps the market to more business and the double transaction,CAG
i am least interested in the windfall which is  lakh crores or  crores … this demonetisation has changed the psyche of people on hoarding money|there will be in constant fear on hoarding even  rs notes|people have started moving to banking and started transacting thro digital payments and this helps expand tax base|people who transact thro banks will be eligible to loans|at present poor borrow at  - per month & they can move to banks for credit at pa|with  gst  indirect tax regime will be reformed and direct tax regime reforms like taking out the exemptions are in process|tax rates for registering lands should go down as  niti  ayog is suggesting|so that everything can happen in white|govt can use benami transaction act to prevent future frauds|demonetisation is base for reforms|lata venkatesh is highlighting only windfall gains of cash not deposited …|we need to look at long term health of the economy,NAG
no news channel will discuss this issue|all have become mouth pieces of bjp,CAG
 in  overs|runrate around || kkr  was always going to win it|plus  in  overs is like chasing a target of ,NAG
nonsense salman wants to say allah must not punish sinners but must to kill devil|do not make innocents fool,CAG
 regrets |mr| vijya mallya has degraded himself | his top con | united spirits  &  united breweries | he totally enjoyed and ran away now   what mr | mallya | soni ,NAG
true face of shiv sena on public display|no more vote for ssena|look at shiv sena defending its goon mp|that ' s why i call this an eye opener for voters,CAG
thats the gods honest truth|she is a loony,OAG
wipe out pakistan|main culprit for all this disturbance,OAG
where is  uno | unsc | oic ||look at this bloody pigs who r killing innocents on the order of gaylani and pakistan|look at the real face of this freedom fighters coward|whole international community should look the real face of kashmiri terrorists and fake freedom fighting,OAG
thats why you gave  stars|once anti ppl|always anti ppl,CAG
priyanka|dimple posters mark debut amid talks of sp - congress alliance,NAG
jalal whom u want to be that also u mention,CAG
dont go with rajini|hemsy sooil your market|he lost his fantacy and mass because of his non clarity of his comments and speech,NAG
"all the porkis|learn a word ""  besti  """,OAG
happy b ' day legend|,NAG
international courier & cargo bookings special rates extended to this month end and also offering franchisee & zone master franchisee cnt : ,NAG
next step should be the introduction of accountability and discipline for government servants in centre and more so in states,CAG
a person whose nothing without electricity and loudspeakers|may allah swt forgive u for your ignorance|and guide u to accept islam|i pray one day muslims wake up to hear your beautiful voice saying the azaan,CAG
i am happy to see officer in tears|the police becomes so aggressive and abusive when some poor|helpless common men come before him|without listening they start thrashing to aam aadmi|when such goon behaves in this manner they now realised plight of poor man|this lady does not deserves police uniform|better she be posted in hq|a peaceful tenure,OAG
looks documentary news in nature|orginaly produced in gujarat now travels all over india,CAG
as you were wrong by not making your party then|it ' s time to regret,NAG
 in dvs aus  ravindra jadeja with his  -  from  overs has featured nine maidens and he might well bowl india to victory,NAG
if the fight against corruption and black money is so serious why are political parties exempt from income tax scrutiny for deposit of old currency in its account,CAG
right because how can you join two parties at a time| bjp  as well as  aap |or second thing you think  aap  is the only party an honest man can join|that ' s it,NAG
sounds foolish|a poor girl or naive girl is an easy target,CAG
the reason we doubt your faith in country|turkey already said if india gets into  nsg  then pakisthan too be given entry,NAG
buy gold / gold mining stocks that ' s the only way to financially benefit from this event|i have already put in my order :folded_hands: :medium_light_skin_tone: gold will rally to  -  on back of trump election,NAG
let see in screen|he s god gifted actor|wil make ur deep throat aknowledgment to make prove,CAG
your view on maruti|its falling for last 5 days|now below ,NAG
ashok ladia|first learn respect women and children|thn luk for ur cows,NAG
south indians are more literate but these things proved them wrong|such a wastage of milk,CAG
hi sir,NAG
i am enjoying reading the comments|what kinda name is dominar,OAG
dont forget  muslim country behind pakistan we are pushtun we know how to fight inshaallah wr take revange of  war,CAG
we have congregational prayers,CAG
its a protest stupid mangalore bandh,CAG
big bazar is also modi agent as per kejriwal :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,NAG
pm modi had best intentions for india|he is much better than anybody anytime|but unfortunately i do not think he will win next elections as he is taking tough decisions and majority of india does not want to change|may god be with him,NAG
why did not you call for boycott when ajay devgan played haji mastan in  ouatim |why were you silent when canadian nationalist akshay played dawood in ouatim2 just because they belong to a different religion|butthurt,CAG
bjp n congress r chips of the same block,CAG
royal challengers bangalore have registered only two wins in  ipl  till now|which could be the worst performance by a team in  ipl  history,NAG
 the sikh genocide of    the verdict delivered in the naroda patiya case in the anti muslim gujarat riots of    is a welcome one | but unfortunately for the victims of the  i984  sikh genocide which happened after the assassination of the indian prime minister indira gandhi by her    sikh bodyguards in retaliation for operation bluestar | justice is yet to be delivered |though indira gandhi has been rated by you among the greatest indians|but i do not feel she has done anything great to be on this list|we sikhs do not hold her in high esteem| how can you call her a great indian when she is responsible for the unaccounted deaths of thousands of innocent sikhs who are a minority community |she only created bhindranwale to counter the akalis in punjab & is responsible for the rise of religious extremism in the state  as prior to that | there was no religious extremism in punjab |even after her death|| sikhs were murdered all over india ( | in delhi alone ) from 3 1 st october till 4 th  in a cold blooded genocide led by the  secular conress party of india |sikhs were burnt alive in front of their families|women were gang raped & their property was set on fire|the mobs were laughing as they were killing the sikhs|the goons were led by local congress  mps  with govt voter lists in their hands to aid them in finding sikh houses & properties & were exhorting non sikhs to kill as many sikhs as possible|the local congress mps even gave the rioters money telling them that the person who will kill the maximum number of sikhs will get the greatest amount apart from other incentives|from  till |blood curdling cries of “  khoon ka badla khoon se lenge  –  we will avenge blood with blood  ” were broadcast on delhi doordarshan & even the renowned actor of bollywood|amitabh bacchan was instigating the people to kill the sikhs|the congress was in power at the centre at the time of the riots|& p|v|narasimha rao was the home minister|but he did nothing till  despite knowing about the carnage & the delhi police just stood as mute spectators instead of protecting the sikhs & let the bloody carnage to continue as directed by their political masters|most of the senior police officers deliberately went on leave from  to  as directed by their political masters|the army was deliberately not called & were only told to come on the evening of |but still there was no one to guide them through the streets of delhi|then on |after their quench for blood was satisfied|as if by remote control|everything stopped|it was nothing but a cold blooded genocide directed out by the senior congress politicians against the sikhs|had prompt action been taken on the first day of rioting|this genocide would have never taken place| it is a matter of great shame for the entire country that still the perpetrators of the    sikh genocide have not been arrested nor any proper legal conviction taken against even a single person unlike the multiple convictions in the    post godhra riots which happened much later despite repeated pleas by the victim  ’  s families |the killers & murderers are roaming scot free & some are even ministers in the ruling congress govt| neither any proper compensation been paid to the victims of the    riots | nor has any proper apology been given or any memorial constructed in their memory by the government | unless the perpetrators of these heinous crimes are brought to book | i won  ’  t be surprised if this carnage is again repeated | the congress govt is still in denial about this bloody carnage as many of their senior ministers are involved in this genocide  &  apart from issuing half hearted apologies whenever it was convenient to them | they haven  ’  t done anything at all | they are hoping against hope that by living in denial | they can make people forget this troubled phase of history | but they are grossly wrong as history never forgets itself | unless the guilty are not brought to book | it will lead to a very frustrated  &  angry generation prone to drugs  &  violence ,OAG
